write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,Throughput
121004,161021,10845,3930,1613,0.856513619,7126,8205,3828,3,780,921,58,35155,170909,49,28032,1659,26367,17381,5,41,18944,9361,3722,164593,3147,14116,1064.509261
208266,26102,13471,2726,1856,0.572164595,11464,4426,13932,28,9583,3700,57,145767,185585,367,14529,157,17056,15928,27,3962,13102,9342,3631,213148,4991,12839,1064.622591
39497,121598,10346,13719,1178,0.95874691,5907,10120,2364,24,9497,1466,5,51702,64603,576,57425,600,6515,17259,21,4043,17404,12425,3319,213890,2736,1465,1064.622591
170820,179290,12538,13720,155,0.1816594,10011,9280,9674,12,1122,1226,46,152687,138119,649,57058,1446,19106,17097,28,17111,13971,24783,3675,121128,2231,10233,1064.735945
173521,189784,14539,12620,355,0.357472658,13661,6437,14621,25,8182,1497,35,147744,220396,942,83442,852,34334,5805,3,4792,9013,14888,2693,90353,7381,5479,1064.962726
169154,33059,4905,9052,1350,0.510507464,9872,3840,5930,20,10116,2680,26,36969,232001,704,48460,708,50272,1952,5,19461,24573,24029,2910,108452,4037,7462,1064.962726
125038,57897,5297,4455,263,0.995951235,6840,11283,5632,4,7869,1287,11,61100,197143,234,90473,1275,16779,8768,6,15473,5384,8995,2852,196256,3009,10164,1065.076153
230525,107680,14758,11152,1601,0.680074632,9600,1799,13539,23,9183,2746,54,52287,123690,734,39462,764,7027,24827,28,13208,14743,9870,2325,113042,7683,13959,1065.189604
243414,16025,1001,2057,1911,0.427489519,13548,13233,8641,23,10092,2654,4,170907,33562,893,81908,141,38855,5651,20,22315,3411,20427,3372,78926,4846,5034,1065.189604
82119,90291,6213,2250,625,0.822137952,6688,11539,8388,20,2347,1542,17,54602,71822,69,66506,1251,43448,10102,24,7474,14054,20877,1854,20250,1050,4732,1065.416578
160911,140817,7281,4091,798,0.170181096,6761,9928,11037,15,13300,3211,39,83168,215909,789,58391,1559,3127,16872,11,7663,19763,23286,1690,160499,6498,6227,1065.530101
139618,75235,9289,8532,933,0.91866225,10821,1591,3668,28,1190,3348,9,79714,89309,819,64079,1581,33346,16816,23,23053,7817,16821,1876,70317,1349,4335,1065.530101
128953,80779,7693,11854,1719,0.504139721,9856,505,6979,11,3533,1586,44,171441,22191,384,32725,1880,11329,22442,11,21251,24490,13373,1069,140380,1950,12302,1065.643649
113967,85633,8895,12250,1380,0.978744447,8418,9395,3181,2,2376,2997,22,107050,141157,545,44995,43,10935,21583,23,4066,22814,6944,1985,171668,1763,10326,1065.643649
66390,133867,903,14261,2011,0.409973741,820,7613,490,21,13953,1170,8,232977,216477,500,11320,1248,54033,21399,16,12370,2751,23428,1141,76492,4603,8511,1065.757221
19079,15802,13559,11276,1522,0.795888782,4662,13442,6849,17,13130,2253,16,227268,135299,920,98681,477,23433,6531,25,20651,12474,23221,2586,34234,5586,6947,1065.757221
141072,188081,4059,1816,112,0.177903831,5175,8313,982,4,7152,335,19,163828,168360,436,34791,1035,4180,20716,27,9692,21695,11251,1581,176789,4470,12493,1065.870816
65961,149006,6393,12826,1046,0.576773942,8701,7382,13750,2,14046,1336,21,93538,196771,441,42299,1105,58678,12364,5,21897,7473,11235,1985,161092,6295,1205,1065.870816
20574,164590,6756,11696,313,0.784680367,8085,7301,529,25,10637,2592,60,133613,18234,334,11217,247,59324,651,19,24861,17005,6940,2034,36713,5066,10594,1065.984437
127956,146849,384,5966,1130,0.204196692,11396,9826,14692,5,8905,2056,21,207868,47645,309,52661,309,28961,10503,16,3490,3488,7903,3058,33211,5491,4973,1065.984437
1111,145855,1962,6811,556,0.857851744,1695,7790,10445,6,2227,1731,38,5257,204457,680,20885,373,51511,4226,3,15553,2592,5174,1215,169957,1249,1542,1066.098081
245866,188593,5948,14577,1324,0.055433154,7011,11441,10318,19,14129,3606,52,76368,16399,742,50638,352,5583,1609,25,16726,14865,19422,2546,34522,3523,10191,1066.098081
187973,214760,9113,5623,649,0.386158645,7430,2813,7484,14,5808,2905,37,76448,225627,37,62484,1396,27609,7779,9,9863,12895,23132,2339,123762,3546,13630,1066.098081
86324,146091,692,7814,1407,0.530828536,4072,4382,11149,17,11020,2046,42,152277,37031,418,41559,254,32777,9941,13,10464,17425,24433,1733,246011,5604,6662,1066.098081
8323,206158,2655,12243,399,0.853127182,11547,11939,8096,28,6202,2493,46,50411,224851,899,96164,1358,7069,608,8,15146,24084,2999,1911,2025,3240,2713,1066.21175
188314,246276,14337,14216,28,0.156890452,8317,7323,14542,2,7240,3578,53,231989,127541,259,3117,205,29854,21636,28,21605,10906,13013,1973,100528,1565,941,1066.325443
191400,94569,13464,11887,372,0.575154603,2764,4455,9078,26,9707,1689,4,24582,10925,402,97338,159,31658,20603,15,17584,19808,2974,1712,119022,7020,8005,1066.325443
122464,112358,1361,8570,1193,0.698004365,6031,2720,2704,7,6467,2635,29,239352,224336,292,60191,1681,57607,21570,18,11513,11118,7804,1711,33711,4731,14263,1066.43916
157690,31249,7472,2048,856,0.422469139,12274,10359,2794,10,708,885,39,222124,123935,350,30403,1474,32938,9463,12,20481,12388,23718,1506,87662,6219,13121,1066.552901
197740,203345,3560,1197,741,0.777268231,8496,14065,934,3,4005,2554,43,89931,248093,320,2388,1928,8111,15169,18,15011,6530,4019,3602,221283,3557,3109,1066.894271
114300,199484,6879,10989,1628,0.025796771,8272,94,10409,23,5850,2489,40,29487,132854,62,73016,1506,53951,11781,21,2187,24287,11275,2482,56838,431,9557,1066.894271
214084,144579,2643,9126,1331,0.620732546,13300,8360,14764,27,1247,3147,56,81037,122278,719,96577,816,4741,13018,7,16431,4498,14848,2535,211836,4020,9947,1067.121972
169741,62014,12203,8190,486,0.071839035,2032,8963,2265,19,651,3109,34,60417,15880,827,1649,159,33838,18500,23,6355,3137,7284,1284,64598,2702,3089,1067.235859
197803,1603,14026,14427,340,0.311370909,2752,6139,11927,11,965,3609,39,157252,231913,631,65536,288,2471,11266,26,14138,21646,10131,1092,99456,2954,13611,1067.235859
206899,22734,14695,9450,1763,0.858100653,9603,742,3144,5,8468,2656,52,179887,240090,905,66670,1519,53581,3434,28,18029,11800,1615,1896,61153,3572,5544,1067.349771
116123,183929,13684,3561,689,0.450223744,5710,11530,3964,20,5356,1698,54,63023,143606,879,4231,766,55275,15727,16,23433,11002,18999,1723,139541,3569,4632,1067.463706
59984,48748,2537,11793,806,0.519734859,9406,12244,3800,27,2488,2418,14,220785,19833,494,45657,640,57279,12942,11,19870,14997,6250,3314,190473,2976,3763,1067.463706
228185,137814,14281,5087,1160,0.371905088,14652,9569,7623,10,2773,761,42,178036,19838,654,91079,1365,18848,24810,27,7671,5654,2607,1150,135039,6465,8203,1067.577666
133760,248370,4133,11161,67,0.583854616,10704,1272,10715,2,8179,2793,55,54860,137494,978,44580,146,49891,21535,21,21329,16249,13822,1544,142285,2336,11573,1067.577666
105586,222303,1525,7986,293,0.520553768,9162,3053,4317,5,2683,1405,17,195488,178254,890,62457,1669,55153,2870,3,4736,7780,23127,3595,202524,4047,3811,1067.691651
104150,116662,11535,9511,766,0.464654028,8227,6248,13534,23,12230,586,60,93206,202517,474,56256,193,30964,391,19,5363,1892,13010,2292,248727,2694,9352,1067.691651
43711,121471,4038,5252,1764,0.433562815,13302,5806,7121,14,4235,108,35,31569,174067,322,4629,920,46582,5817,14,14336,23833,19705,1877,44145,512,9079,1067.805659
202151,93936,5867,12834,569,0.946642935,13535,7322,4784,14,5620,1438,51,215864,188120,923,45670,975,42820,10667,21,24255,16308,3569,2357,148005,154,3581,1067.805659
152515,34680,5456,1241,1288,0.552445173,1171,5251,4390,13,13961,2306,42,245607,35836,342,67397,88,36865,8813,15,2043,3945,11495,3691,143485,1842,12195,1067.919692
173051,51632,8153,14043,1315,0.337097168,6010,5358,11926,3,6046,1936,47,200080,5289,658,99252,1179,46356,15990,25,4269,10251,18480,2178,210488,7804,4610,1068.147832
6424,215779,14288,1231,1525,0.712048888,1582,12237,14984,25,8426,689,27,183445,203309,43,40572,981,16981,5764,12,5321,11597,2617,1655,7550,5263,12962,1068.261938
30525,104827,2290,12959,1388,0.228874445,3437,2615,12703,12,7715,1417,59,117463,108781,97,66562,1656,20790,14011,3,6750,22691,21386,1761,232197,5306,2317,1068.376068
37326,151498,13182,2556,234,0.642579019,10508,13756,2835,6,11798,1984,20,93344,247965,312,50535,600,58618,11412,17,686,20245,23067,2659,218774,5058,11496,1068.376068
183844,237791,10681,7682,564,0.073479712,10345,10568,5062,3,7802,464,14,217189,222928,464,74280,1744,55938,17450,10,10943,1690,22396,1193,36978,3006,12697,1068.490223
125348,190018,10181,6352,1996,0.987433851,5563,5041,1139,9,8012,3117,46,227668,176021,693,17943,748,21323,20892,22,21675,6364,20131,2496,205778,4890,11149,1068.490223
193557,167185,3257,8808,1687,0.070460856,2435,7307,766,19,2171,1663,41,173295,28393,931,49900,1652,27020,4366,12,21415,21204,7646,2774,188096,159,13552,1068.604403
157536,184519,8768,7551,143,0.843406856,1338,12082,5904,21,6806,1541,30,241947,163340,290,76954,480,58201,19287,5,11480,1937,2299,1373,229248,3261,11419,1068.604403
150660,12101,13717,11873,1960,0.799783468,8143,8745,14046,27,2725,320,51,227523,185883,386,10296,876,38639,4245,4,16396,1739,24281,3224,99532,1309,5828,1068.604403
13972,216383,12097,1588,1081,0.295387089,3762,9258,4147,9,3982,1147,43,13030,28238,249,73198,1975,45577,13892,26,204,19685,8160,1223,189570,3480,5049,1068.604403
137598,85482,2567,1737,816,0.09483093,8254,13956,6840,2,1059,2327,19,37270,230041,518,71970,300,9631,7228,2,6480,22284,6377,1173,229688,2421,6705,1068.832835
41649,82970,4650,5885,1369,0.73640734,11041,168,13018,6,4198,1910,15,197879,27449,366,14592,1770,54180,1170,21,6949,13761,24650,1148,45462,2913,14518,1069.175666
141584,193587,2009,4010,87,0.168354869,13376,9288,12111,25,12423,857,59,61407,161199,481,17313,880,18479,4575,24,22730,7612,19953,1259,11098,6033,10976,1069.289991
240222,196767,9011,6440,133,0.505552649,1747,13823,5719,24,11584,3662,20,21751,174294,200,84484,875,42895,19193,20,8197,10477,22004,2503,241236,6330,14303,1069.289991
18998,78578,13779,11961,142,0.139967561,3560,12249,11101,19,7368,2558,5,131223,52094,461,63332,1947,46559,19548,21,15344,20817,6375,3658,74829,2813,12132,1069.633116
54760,160399,2092,14825,864,0.882151902,1827,11179,13198,27,11627,2465,42,184643,84844,602,36595,480,37414,4274,26,23136,22779,15029,2143,223091,5456,9192,1069.74754
119805,235075,760,14845,1479,0.390355945,5441,3892,4214,22,11718,2029,45,30396,131972,961,93487,1796,46133,19574,26,13926,5193,15231,2354,98854,4998,8779,1069.74754
72431,235435,2860,13560,1462,0.685654521,9159,9558,7897,17,7487,3005,20,57177,134549,584,36966,1239,42309,4294,24,14461,20978,10911,3635,129538,805,4801,1069.861988
113420,95975,14290,10800,357,0.240950286,12271,13033,11416,3,6740,461,14,77612,49576,149,2461,1633,35301,17169,23,9039,11085,7760,1296,154466,4229,12996,1069.976461
231458,229253,10640,7420,157,0.885566056,5466,6389,5727,21,6467,3332,27,152031,168736,303,29716,1030,55242,13979,3,22833,15431,2533,2289,217646,4554,10042,1069.976461
112819,238314,9110,13096,1014,0.038543105,5048,9063,7995,7,10926,3424,23,211402,81249,585,73441,1857,24814,1343,5,1294,2209,9321,2706,69226,4518,359,1069.976461
82903,17769,3067,12597,666,0.753393173,8792,12350,10323,17,3288,1113,29,161068,56432,451,65183,203,28646,19408,21,14667,14590,5079,2015,242032,7502,12957,1070.090958
81551,212569,6401,9055,905,0.071566105,11770,7539,2345,2,638,114,55,70429,216793,544,92855,501,49649,15018,6,2574,12498,24289,1932,116233,1088,1585,1070.205479
15673,92640,4451,8892,376,0.274258196,5814,5203,1337,16,14345,1410,33,165955,171284,414,55529,606,28797,2478,5,24452,2379,8527,1079,11240,4314,322,1070.320026
70901,210728,4951,2926,502,0.983264327,3234,9178,12622,21,13240,3700,45,50032,220075,914,71712,1183,21950,6237,15,14990,11120,21504,2680,139600,718,1943,1070.320026
64517,36596,13125,13608,1233,0.875427723,6378,11806,8636,10,11917,1716,12,174627,160946,866,78883,1026,26307,15334,20,9109,20552,23852,3223,181295,668,4698,1070.663812
218793,108418,8611,12027,1810,0.253970444,2628,5834,7127,6,10576,1362,36,142439,158831,186,30286,1576,30133,17058,11,7401,10990,18153,2852,88468,3146,2203,1070.663812
44565,23689,1521,9678,440,0.241584778,2506,9397,2847,3,4878,1766,41,246660,163362,522,9718,1544,23885,12437,14,7787,7241,20388,2412,29336,6206,5604,1070.663812
74809,34167,4044,14529,1116,0.697265804,12642,611,12627,27,4986,1755,39,243489,51939,804,90909,177,2751,21342,25,16389,5384,9303,2666,13873,7797,14820,1070.893125
248291,194634,593,2282,1617,0.726174831,9896,11289,7798,11,8138,1171,34,193680,133260,832,30389,1554,52027,11615,6,16444,8682,20862,2578,97961,2183,5198,1070.893125
25223,207193,10432,3935,112,0.901890159,2025,1535,9637,12,5707,1802,17,194614,69100,116,64964,917,50535,20339,27,6275,20145,17676,2734,45430,1746,10919,1071.352046
66384,205150,13794,5452,1404,0.586116791,10298,9792,2197,2,13645,448,37,154009,59756,888,59325,902,34409,9215,22,3847,8741,14102,2068,56333,5907,8387,1071.352046
209798,116346,1713,6922,643,0.782363653,8655,13389,9320,7,2899,534,12,82141,22880,201,56804,379,40533,19973,15,21255,5532,19878,3494,26644,7956,10874,1071.352046
173242,167713,5559,5409,1778,0.983203471,11953,7563,1637,27,10762,2765,20,137295,204031,55,69627,1530,17265,722,3,15977,16532,8306,1879,198596,6340,14097,1071.466838
183018,158530,10524,9211,176,0.990231037,7541,4464,5153,7,10627,1150,60,220844,178419,788,31243,1245,16465,2469,25,13338,2544,1765,1648,106002,6055,9597,1071.581655
111090,373,9600,11679,157,0.644292414,899,10822,6399,9,8586,2205,9,48013,8850,326,21019,69,15304,22788,27,12031,2273,24900,2529,128307,1795,8190,1071.581655
119963,103386,11036,13244,1389,0.121394038,5471,5557,6292,22,3586,1738,30,156247,225007,32,77167,1794,5078,6720,20,20962,6855,18640,1107,222429,7952,5754,1071.581655
143360,104214,7281,1441,1226,0.727977514,4309,4470,6066,26,13012,2813,47,13990,237918,302,58809,1574,37307,3996,18,942,11518,12486,2181,170000,306,1741,1071.696496
31338,119605,1439,12327,1317,0.147907615,6580,9655,11194,18,13069,3228,42,108856,77174,718,94848,1844,8230,8608,4,16330,20206,2930,1385,6884,7620,7412,1071.811361
233295,79047,8819,5185,446,0.17894721,8583,1103,7703,2,6690,3002,14,44511,143877,201,72636,1504,11281,20210,17,22955,17379,20674,1581,237794,2489,11766,1071.926251
63980,207885,5095,14422,1469,0.628138483,14058,7147,5853,26,14339,3712,2,71676,139967,385,37795,237,12827,2271,21,15995,16077,15529,3551,82585,3631,12605,1072.156106
6200,114763,10657,12869,1265,0.181484759,2674,6842,2130,28,10266,1393,11,72676,205627,533,62218,706,48113,3651,9,12003,15795,11019,1971,216470,6419,11971,1072.156106
4678,23938,14473,1626,1182,0.31250757,8847,6854,11743,19,1661,136,41,216066,98617,271,32238,1403,22318,9139,27,15242,9221,4230,3345,108772,3335,7128,1072.156106
137330,219358,10750,6184,1109,0.376092851,11303,250,7241,17,12878,3405,35,91722,126589,951,14319,355,6405,15489,25,4834,6690,6525,1198,119364,4826,7465,1072.386059
26799,129972,6484,4517,1931,0.180491149,1935,2062,5842,2,9459,3356,29,96642,163706,241,88905,1156,46252,10506,2,16828,15448,23099,1706,31420,2445,10717,1072.501073
149893,71164,5134,6621,1790,0.151333511,3074,8138,1169,10,1322,3337,41,152354,197304,618,61110,734,4133,1943,13,16747,13149,7040,1229,121993,5863,9814,1072.501073
104467,136162,6454,12548,2015,0.057522237,6939,418,4166,13,9528,3346,18,111750,168015,125,25080,994,25390,23122,18,8086,7168,9631,2394,85921,1044,11286,1072.731174
206480,226994,3876,1895,1271,0.293846846,12339,10779,10180,12,5949,3786,8,239054,182540,801,90527,889,46639,4351,13,14530,11229,14477,2026,201319,556,10728,1072.731174
233979,120107,12047,673,78,0.172640324,5518,2256,11346,14,1206,2249,20,226111,141896,961,51766,484,27171,24744,9,24242,18179,11545,2515,116095,7843,4016,1072.731174
1630,194326,2915,12833,510,0.354007661,6789,11069,4873,6,2737,1402,43,75277,24036,539,45709,1405,23025,16866,13,22927,7682,12323,1271,168988,7232,13318,1072.846261
33349,107496,6907,6333,478,0.995106339,9963,4545,5198,27,9897,3205,22,176960,195623,555,83467,694,973,17481,20,20600,23494,10459,3319,31561,7200,8777,1072.846261
83359,249514,9873,10108,1050,0.24627459,1999,8076,10710,27,5165,429,53,122026,156274,207,84203,383,2186,20260,4,339,7036,18918,1877,69258,6581,11347,1072.846261
223564,144451,4609,12219,1706,0.177389801,13382,6917,10687,12,6326,1828,38,83395,31740,136,37975,714,57993,18036,24,17583,17071,4088,1703,128284,3418,11274,1072.961373
199500,6140,4365,5354,1328,0.257819891,3390,3167,10849,4,7766,3184,18,169733,69218,813,90174,501,3709,7141,21,19849,20184,12981,1736,86166,3136,14689,1073.07651
31936,45130,8526,2594,1304,0.367135048,4970,1776,12113,27,10805,494,39,123199,150722,799,3732,370,56208,9660,14,23299,15192,11529,1745,118690,5633,5229,1073.191672
171576,74455,3886,12363,671,0.471218765,3941,13337,995,20,4584,366,36,15996,74032,585,52824,969,17476,24551,22,11426,23612,10347,3299,95315,982,8090,1073.306858
71176,131672,8084,14371,589,0.006728113,9699,5366,11955,2,7375,3036,51,150471,191353,55,68090,557,33460,4936,25,16540,10424,2829,2331,190651,5856,10807,1073.306858
186642,2011,7376,3148,1933,0.372462213,5879,3384,10667,3,10464,2084,27,193678,194176,547,88779,1397,53886,7010,10,20448,7598,7650,3556,60000,5818,14977,1073.42207
73899,192625,9955,13579,247,0.007306159,8006,13426,6524,24,11743,3334,15,63107,229690,229,34129,566,10191,21582,15,11292,5847,10662,3288,83264,6712,10598,1073.42207
140891,249451,10143,235,945,0.067767918,12612,12342,12307,4,2571,1035,53,186105,201057,283,11606,822,34713,20798,18,4919,11572,15238,1887,160815,1485,14377,1073.42207
173997,175935,896,6324,1405,0.523676336,4930,6403,4584,27,1163,1095,20,210504,154560,586,16714,1452,38397,12362,21,17397,23693,17035,2351,2774,5349,3354,1073.42207
244227,141880,5552,9097,1352,0.410944402,9807,11607,5255,13,4049,2653,42,145247,249703,365,66455,1092,3399,3340,4,20422,23040,13371,1801,220889,2453,12519,1073.537305
174883,229921,7775,5231,1702,0.821943581,2789,8557,14378,8,6113,61,56,187279,89652,145,94744,1300,17178,15195,12,21240,18590,16602,1721,178372,7386,12872,1073.537305
178127,54444,4707,9406,1394,0.084685802,13918,7183,8055,28,5032,1911,16,129645,109099,590,34444,1015,28777,21085,20,616,23671,20555,3474,195330,7916,6739,1073.652566
166350,50681,2423,14847,54,0.392637849,9882,6517,8946,21,13919,3420,60,49627,50192,261,59069,271,47695,21834,14,3964,21753,4715,2572,109804,1387,10488,1073.652566
193506,61149,10398,9386,1250,0.106763482,7293,14113,251,6,11475,3526,38,200536,74923,414,55646,1363,59704,3358,24,17109,17118,15376,3026,67774,3486,8881,1073.652566
194106,145582,5341,715,238,0.005885482,8078,2650,8928,15,1775,1710,54,176472,80478,432,43861,1574,56474,14213,19,23257,6489,19591,2062,99218,1548,13906,1073.767851
72805,181117,12209,5317,781,0.336205661,13195,7721,7476,11,5368,860,38,79886,85912,303,85013,1748,14409,3954,6,11856,9727,2228,3137,156719,4096,10637,1073.767851
17128,145529,14644,8060,1790,0.32545203,8345,6993,9286,8,4504,2116,58,41788,102325,922,19377,1594,6753,13076,13,14507,13429,10313,3761,116145,5750,13091,1073.767851
16880,51313,9099,1287,1196,0.117098987,4914,11203,9980,19,5284,1168,60,130512,239365,297,39309,638,58449,3136,18,23546,1645,11015,2403,64720,6939,11380,1073.767851
157223,160658,7435,428,1281,0.731026709,4135,1375,4902,14,6817,2223,50,129108,6313,246,32257,175,44818,16697,23,17415,15281,18714,3332,135810,5933,14028,1073.998496
